tarjeta;es;Fecha;Hora;Tipo
PF1559;S;03/01/2020;1615;;
PF0552;S;03/01/2020;1636;;
PF0548;S;03/01/2020;1636;;
PF0392;E;03/01/2020;0722;;
PF0385;E;03/01/2020;0723;;
PF4267;E;03/01/2020;0724;;
PF0393;E;03/01/2020;0728;;
PF3075;E;03/01/2020;0736;;
PF0385;S;03/01/2020;1600;;
PF0392;S;03/01/2020;1600;;
PF4267;S;03/01/2020;1600;;
PF3075;S;03/01/2020;1600;;
PF0393;S;03/01/2020;1600;;
PF2920;E;02/01/2020;0730;;
PF0530;E;02/01/2020;0732;;
PF0547;E;02/01/2020;0733;;
PF0578;E;02/01/2020;0735;;
PF4219;E;02/01/2020;0735;;
PF1898;E;02/01/2020;0745;;
PF0536;P;02/01/2020;1150;;
PF0540;P;02/01/2020;1150;;
PF0535;P;02/01/2020;1150;;
PF0532;P;02/01/2020;1151;;
PF0580;P;02/01/2020;1156;;
PF0530;P;02/01/2020;1157;;
PF5860;P;02/01/2020;1157;;
PF1897;A;02/01/2020;1201;;
PF0588;A;02/01/2020;1201;;
PF2952;A;02/01/2020;1206;;
PF4218;A;02/01/2020;1206;;
PF2919;A;02/01/2020;1208;;
PF2940;A;02/01/2020;1208;;
PF0581;A;02/01/2020;1208;;
PF0553;A;02/01/2020;1208;;
PF0554;A;02/01/2020;1208;;
PF0554;A;02/01/2020;1208;;
PF0547;A;02/01/2020;1210;;
PF2920;A;02/01/2020;1210;;
PF0536;A;02/01/2020;1211;;
PF0535;A;02/01/2020;1213;;
PF0540;A;02/01/2020;1213;;
PF1897;A;02/01/2020;1215;;
PF0580;A;02/01/2020;1215;;
PF5058;A;02/01/2020;1216;;
PF0532;A;02/01/2020;1217;;
PF5860;A;02/01/2020;1218;;
PF0581;A;02/01/2020;1230;;
PF0553;A;02/01/2020;1230;;
PF0554;A;02/01/2020;1230;;
PF0578;A;02/01/2020;1231;;
PF0548;A;02/01/2020;1236;;
PF4848;A;02/01/2020;1236;;
PF0552;A;02/01/2020;1236;;
PF4099;A;02/01/2020;1236;;
PF4218;A;02/01/2020;1236;;
PF2952;A;02/01/2020;1236;;
PF2919;A;02/01/2020;1236;;
PF2920;A;02/01/2020;1236;;
PF0547;A;02/01/2020;1236;;
PF1556;A;02/01/2020;1237;;
PF2940;A;02/01/2020;1237;;
PF2901;A;02/01/2020;1237;;
PF4019;A;02/01/2020;1237;;
PF5058;A;02/01/2020;1238;;
PF1559;S;02/01/2020;1744;;
PF4219;E;03/01/2020;0657;;
PF0552;E;03/01/2020;0710;;
PF0588;E;03/01/2020;0711;;
PF5860;E;03/01/2020;0711;;
PF2901;E;03/01/2020;0712;;
PF0535;E;03/01/2020;0715;;
PF0548;E;03/01/2020;0715;;
PF6528;E;03/01/2020;0715;;
PF0579;E;03/01/2020;0716;;
PF0541;E;03/01/2020;0716;;
PF0536;E;03/01/2020;0716;;
PF4848;E;03/01/2020;0718;;
PF0537;E;03/01/2020;0721;;
PF0532;E;03/01/2020;0721;;
PF0580;E;03/01/2020;0721;;
PF0553;E;03/01/2020;0723;;
PF2919;E;03/01/2020;0724;;
PF1559;E;03/01/2020;0726;;
PF5058;E;03/01/2020;0726;;
PF2940;E;03/01/2020;0727;;
PF0530;E;03/01/2020;0728;;
PF0578;E;03/01/2020;0728;;
PF1897;E;03/01/2020;0728;;
PF0581;E;03/01/2020;0728;;
PF4019;E;03/01/2020;0728;;
PF3686;E;03/01/2020;0729;;
PF0563;E;03/01/2020;0729;;
PF4218;E;03/01/2020;0729;;
PF4099;E;03/01/2020;0729;;
PF0547;E;03/01/2020;0729;;
PF5059;E;03/01/2020;0730;;
PF0554;E;03/01/2020;0731;;
PF2952;E;03/01/2020;0731;;
PF1898;E;03/01/2020;0733;;
PF1898;E;03/01/2020;0733;;
PF2920;E;03/01/2020;0733;;
PF1556;E;03/01/2020;0733;;
PF0535;P;03/01/2020;1151;;
PF0536;P;03/01/2020;1153;;
PF0532;P;03/01/2020;1153;;
PF5860;P;03/01/2020;1154;;
PF0530;P;03/01/2020;1158;;
PF1897;A;03/01/2020;1200;;
PF0554;A;03/01/2020;1205;;
PF0588;A;03/01/2020;1206;;
PF1898;A;03/01/2020;1206;;
PF0553;A;03/01/2020;1206;;
PF0581;A;03/01/2020;1206;;
PF0536;A;03/01/2020;1209;;
PF2940;A;03/01/2020;1210;;
PF0535;S;03/01/2020;1636;;
PF0535;S;03/01/2020;1636;;
PF2952;S;03/01/2020;1806;;
PF0581;E;04/01/2020;0735;;
PF0530;E;04/01/2020;0735;;
PF0553;E;04/01/2020;0735;;
PF0553;A;04/01/2020;1408;;
PF0581;A;04/01/2020;1408;;
PF0530;S;04/01/2020;1631;;
PF1897;E;05/01/2020;0711;;
PF0588;E;05/01/2020;0730;;
PF0588;A;05/01/2020;1430;;
PF1897;A;05/01/2020;1430;;
PF3021;S;06/01/2020;2153;;
PF0210;S;06/01/2020;2153;;
PF1712;S;06/01/2020;2153;;
PF0220;S;08/01/2020;1845;;
PF0218;S;08/01/2020;1845;;
PF3050;S;08/01/2020;1845;;
PF0503;S;08/01/2020;1904;;
PF0492;P;11/01/2020;0930;;
PF3297;P;11/01/2020;0930;;
PF1756;P;11/01/2020;0930;;
PF0488;P;11/01/2020;0931;;
PF5363;P;11/01/2020;0931;;
PF0536;P;11/01/2020;1102;;
PF0576;P;11/01/2020;1121;;
PF0579;A;11/01/2020;1205;;
PF0274;A;11/01/2020;1255;;
PF0537;A;11/01/2020;1318;;
PF0532;A;11/01/2020;1331;;
PF3686;A;11/01/2020;1343;;
PF4848;A;11/01/2020;1409;;
PF0553;A;11/01/2020;1439;;
PF0581;A;11/01/2020;1439;;
PF4099;A;11/01/2020;1458;;
PF4019;S;11/01/2020;1531;;
PF0552;S;11/01/2020;1531;;
PF0547;S;11/01/2020;1532;;
PF5059;S;11/01/2020;1532;;
PF1556;S;11/01/2020;1620;;
PF1952;S;11/01/2020;1629;;
PF0580;S;11/01/2020;1703;;
PF0530;S;11/01/2020;1704;;
PF1558;E;12/01/2020;0651;;
PF1946;E;12/01/2020;0656;;
PF1873;E;12/01/2020;0656;;
PF0469;E;12/01/2020;0701;;
PF0548;E;12/01/2020;0703;;
PF5363;E;12/01/2020;0713;;
PF0588;E;12/01/2020;0714;;
PF1891;E;12/01/2020;0714;;
PF2901;E;12/01/2020;0715;;
PF1756;E;12/01/2020;0723;;
PF1559;E;12/01/2020;0723;;
PF1559;E;12/01/2020;0724;;
PF3297;E;12/01/2020;0730;;
PF0488;E;12/01/2020;0730;;
PF2952;E;12/01/2020;0737;;
PF4218;E;12/01/2020;0737;;
PF1891;E;12/01/2020;0859;;
PF1873;E;12/01/2020;0859;;
PF1558;P;12/01/2020;0900;;
PF1946;P;12/01/2020;0900;;
PF0469;P;12/01/2020;0901;;
PF0488;P;12/01/2020;0930;;
PF1756;P;12/01/2020;0930;;
PF5363;P;12/01/2020;0930;;
PF3297;P;12/01/2020;0930;;
PF2901;A;12/01/2020;1302;;
PF1559;A;12/01/2020;1303;;
PF1559;A;12/01/2020;1303;;
PF2952;A;12/01/2020;1312;;
PF0588;A;12/01/2020;1331;;
PF2919;S;10/01/2020;1921;;
PF0536;E;11/01/2020;0607;;
PF0532;E;11/01/2020;0607;;
PF0579;E;11/01/2020;0608;;
PF0274;E;11/01/2020;0640;;
PF0552;E;11/01/2020;0648;;
PF1873;E;11/01/2020;0650;;
PF1558;E;11/01/2020;0653;;
PF4882;E;11/01/2020;0655;;
PF1891;E;11/01/2020;0658;;
PF0469;E;11/01/2020;0701;;
PF0537;E;11/01/2020;0711;;
PF4848;E;11/01/2020;0712;;
PF1756;E;11/01/2020;0715;;
PF3297;E;11/01/2020;0719;;
PF0580;E;11/01/2020;0720;;
PF4099;E;11/01/2020;0722;;
PF3686;E;11/01/2020;0722;;
PF5059;E;11/01/2020;0726;;
PF1556;E;11/01/2020;0726;;
PF0492;E;11/01/2020;0728;;
PF5363;E;11/01/2020;0728;;
PF0547;E;11/01/2020;0735;;
PF0488;E;11/01/2020;0735;;
PF4019;E;11/01/2020;0735;;
PF0473;E;11/01/2020;0736;;
PF1952;E;11/01/2020;0737;;
PF0553;E;11/01/2020;0737;;
PF0581;E;11/01/2020;0737;;
PF0530;E;11/01/2020;0740;;
PF0576;E;11/01/2020;0843;;
PF1873;E;11/01/2020;0859;;
PF1891;P;11/01/2020;0900;;
PF1558;P;11/01/2020;0900;;
PF4882;P;11/01/2020;0900;;
PF0469;P;11/01/2020;0901;;
PF0473;P;11/01/2020;0930;;
PF0548;A;12/01/2020;1421;;
PF4218;S;12/01/2020;1605;;
PF0225;S;09/01/2020;1600;;
PF7062;S;09/01/2020;1600;;
PF0216;S;09/01/2020;1602;;
PF3375;S;09/01/2020;1602;;
PF2194;S;09/01/2020;1603;;
PF0221;S;09/01/2020;1603;;
PF5859;S;09/01/2020;1603;;
PF0274;S;09/01/2020;1603;;
PF3187;S;09/01/2020;1605;;
PF0226;S;09/01/2020;1605;;
PF0477;A;09/01/2020;1259;;
PF0213;S;09/01/2020;1605;;
PF0212;S;09/01/2020;1606;;
PF5858;S;09/01/2020;1607;;
PF0277;S;09/01/2020;1608;;
PF0275;S;09/01/2020;1609;;
PF6097;S;09/01/2020;1609;;
PF4992;S;09/01/2020;1609;;
PF6149;S;09/01/2020;1609;;
PF0276;S;09/01/2020;1610;;
PF3736;S;09/01/2020;1610;;
PF3830;S;09/01/2020;1610;;
PF3877;S;09/01/2020;1611;;
PF0273;S;09/01/2020;1611;;
PF3935;S;09/01/2020;1612;;
PF0502;S;09/01/2020;1613;;
PF0220;S;09/01/2020;1616;;
PF0218;S;09/01/2020;1617;;
PF0208;S;09/01/2020;1617;;
PF0210;S;09/01/2020;1624;;
PF0229;S;09/01/2020;1624;;
PF5857;S;09/01/2020;1624;;
PF0501;S;09/01/2020;1632;;
PF3021;S;09/01/2020;1632;;
PF0211;S;09/01/2020;1651;;
PF1712;S;09/01/2020;1652;;
PF3050;S;09/01/2020;1654;;
PF0503;S;09/01/2020;1657;;
PF0279;S;09/01/2020;1658;;
PF4217;S;09/01/2020;1759;;
PF0502;E;10/01/2020;0607;;
PF0279;E;10/01/2020;0633;;
PF2193;E;10/01/2020;0710;;
PF0221;E;10/01/2020;0712;;
PF0274;E;10/01/2020;0719;;
PF4992;E;10/01/2020;0720;;
PF0225;E;10/01/2020;0721;;
PF5858;E;10/01/2020;0721;;
PF3830;E;10/01/2020;0723;;
PF0213;E;10/01/2020;0724;;
PF6097;E;10/01/2020;0724;;
PF0277;E;10/01/2020;0725;;
PF0216;E;10/01/2020;0726;;
PF2194;E;10/01/2020;0727;;
PF5859;E;10/01/2020;0728;;
PF0210;E;10/01/2020;0729;;
PF0503;E;10/01/2020;0729;;
PF0276;E;10/01/2020;0729;;
PF0215;E;10/01/2020;0730;;
PF0215;E;10/01/2020;0730;;
PF0273;E;10/01/2020;0730;;
PF3187;E;10/01/2020;0731;;
PF0207;E;10/01/2020;0731;;
PF3736;E;10/01/2020;0731;;
PF6149;E;10/01/2020;0731;;
PF3375;E;10/01/2020;0731;;
PF2836;E;10/01/2020;0731;;
PF0275;E;10/01/2020;0732;;
PF0218;E;10/01/2020;0732;;
PF0220;E;10/01/2020;0732;;
PF0229;E;10/01/2020;0732;;
PF4217;E;10/01/2020;0732;;
PF0690;E;10/01/2020;0732;;
PF0690;E;10/01/2020;0732;;
PF0226;E;10/01/2020;0733;;
PF7062;E;10/01/2020;0733;;
PF3021;E;10/01/2020;0733;;
PF3877;E;10/01/2020;0734;;
PF0212;E;10/01/2020;0736;;
PF0208;E;10/01/2020;0741;;
PF3050;E;10/01/2020;0730;;
PF0211;E;10/01/2020;0750;;
PF0689;E;10/01/2020;0755;;
PF5857;E;10/01/2020;0757;;
PF3375;P;10/01/2020;1156;;
PF0215;P;10/01/2020;1156;;
PF0221;P;10/01/2020;1156;;
PF6149;A;10/01/2020;1201;;
PF2194;A;10/01/2020;1202;;
PF4217;A;10/01/2020;1220;;
PF2836;A;10/01/2020;1221;;
PF6097;A;10/01/2020;1226;;
PF0208;A;10/01/2020;1226;;
PF2194;A;10/01/2020;1230;;
PF0215;A;10/01/2020;1230;;
PF3375;A;10/01/2020;1230;;
PF0221;A;10/01/2020;1230;;
PF3736;A;10/01/2020;1244;;
PF3830;A;10/01/2020;1244;;
PF0216;A;10/01/2020;1245;;
PF5859;A;10/01/2020;1245;;
PF0216;A;10/01/2020;1245;;
PF0279;A;10/01/2020;1248;;
PF3021;A;10/01/2020;1251;;
PF0274;A;10/01/2020;1251;;
PF4217;A;10/01/2020;1252;;
PF0208;A;10/01/2020;1301;;
PF6097;A;10/01/2020;1302;;
PF4992;A;10/01/2020;1302;;
PF0276;A;10/01/2020;1303;;
PF0229;A;10/01/2020;1305;;
PF0207;A;10/01/2020;1305;;
PF0279;A;10/01/2020;1307;;
PF7062;A;10/01/2020;1308;;
PF0275;A;10/01/2020;1309;;
PF0225;A;10/01/2020;1309;;
PF0277;A;10/01/2020;1309;;
PF5857;A;10/01/2020;1309;;
PF0226;A;10/01/2020;1312;;
PF5858;A;10/01/2020;1312;;
PF0213;A;10/01/2020;1313;;
PF1712;A;10/01/2020;1314;;
PF0216;A;10/01/2020;1316;;
PF5859;A;10/01/2020;1316;;
PF3736;A;10/01/2020;1316;;
PF3830;A;10/01/2020;1316;;
PF3187;A;10/01/2020;1318;;
PF0220;A;10/01/2020;1320;;
PF0218;A;10/01/2020;1320;;
PF0218;S;13/01/2020;1616;;
PF3830;S;13/01/2020;1616;;
PF4217;S;13/01/2020;1616;;
PF0229;S;13/01/2020;1616;;
PF0220;S;13/01/2020;1617;;
PF0503;S;13/01/2020;1619;;
PF0277;S;13/01/2020;1622;;
PF5857;S;13/01/2020;1623;;
PF0208;S;13/01/2020;1628;;
PF0273;S;13/01/2020;1631;;
PF0210;S;13/01/2020;1633;;
PF0279;S;13/01/2020;1705;;
PF7062;S;13/01/2020;1714;;
PF3050;S;13/01/2020;1714;;
PF3021;S;13/01/2020;1717;;
PF1712;S;13/01/2020;1731;;
PF3935;S;13/01/2020;1737;;
PF3736;S;13/01/2020;1807;;
PF0225;S;13/01/2020;1811;;
PF0211;S;13/01/2020;1815;;
PF0501;S;13/01/2020;1823;;
PF3877;S;13/01/2020;1832;;
PF0207;S;13/01/2020;1832;;
PF0213;S;13/01/2020;1833;;
PF0502;E;14/01/2020;0602;;
PF0279;E;14/01/2020;0616;;
PF4992;E;14/01/2020;0709;;
PF2193;E;14/01/2020;0711;;
PF0221;E;14/01/2020;0712;;
PF0276;E;14/01/2020;0716;;
PF3830;E;14/01/2020;0717;;
PF0216;E;14/01/2020;0721;;
PF0274;E;14/01/2020;0722;;
PF0210;E;14/01/2020;0724;;
PF0281;E;14/01/2020;0724;;
PF5859;E;14/01/2020;0724;;
PF3187;E;14/01/2020;0725;;
PF5858;E;14/01/2020;0725;;
PF0213;E;14/01/2020;0725;;
PF2194;E;14/01/2020;0727;;
PF0222;E;14/01/2020;0728;;
PF0220;E;14/01/2020;0729;;
PF6149;E;14/01/2020;0729;;
PF3736;E;14/01/2020;0729;;
PF2836;E;14/01/2020;0729;;
PF0218;E;14/01/2020;0730;;
PF3375;E;14/01/2020;0730;;
PF0503;E;14/01/2020;0732;;
PF3877;E;14/01/2020;0732;;
PF4217;E;14/01/2020;0732;;
PF0229;E;14/01/2020;0732;;
PF0212;E;14/01/2020;0732;;
PF1712;E;14/01/2020;0732;;
PF0690;E;14/01/2020;0733;;
PF0226;E;14/01/2020;0733;;
PF3021;E;14/01/2020;0734;;
PF0207;E;14/01/2020;0734;;
PF0273;E;14/01/2020;0734;;
PF0215;E;14/01/2020;0734;;
PF0211;E;14/01/2020;0745;;
PF7062;E;14/01/2020;0745;;
PF5857;E;14/01/2020;0746;;
PF6097;E;14/01/2020;0746;;
PF0277;E;14/01/2020;0748;;
PF0689;E;14/01/2020;0748;;
PF0208;E;14/01/2020;0749;;
PF3050;E;14/01/2020;0729;;
PF0215;P;14/01/2020;1159;;
PF3375;P;14/01/2020;1159;;
PF0222;P;14/01/2020;1159;;
PF5859;A;14/01/2020;1200;;
PF2194;A;14/01/2020;1201;;
PF0215;A;14/01/2020;1235;;
PF5859;A;14/01/2020;1235;;
PF0222;A;14/01/2020;1235;;
PF2194;A;14/01/2020;1235;;
PF3375;A;14/01/2020;1235;;
PF0274;A;14/01/2020;1239;;
PF3736;A;14/01/2020;1239;;
PF3830;A;14/01/2020;1239;;
PF0281;A;14/01/2020;1239;;
PF0216;A;14/01/2020;1240;;
PF4217;A;14/01/2020;1242;;
PF2836;A;14/01/2020;1245;;
PF0208;A;14/01/2020;1249;;
PF6097;A;14/01/2020;1249;;
PF0221;A;14/01/2020;1254;;
PF0279;A;14/01/2020;1255;;
PF3021;A;14/01/2020;1302;;
PF5857;A;14/01/2020;1302;;
PF4992;A;14/01/2020;1303;;
PF0229;A;14/01/2020;1303;;
PF0276;A;14/01/2020;1305;;
PF0207;A;14/01/2020;1308;;
PF4217;A;14/01/2020;1308;;
PF3736;A;14/01/2020;1318;;
PF2836;A;14/01/2020;1318;;
PF3830;A;14/01/2020;1318;;
PF0274;A;14/01/2020;1318;;
PF6097;A;14/01/2020;1318;;
PF1712;A;14/01/2020;1318;;
PF0226;A;14/01/2020;1318;;
PF0208;A;14/01/2020;1319;;
PF6149;A;14/01/2020;1319;;
PF5858;A;14/01/2020;1319;;
PF0216;A;14/01/2020;1320;;
PF0281;A;14/01/2020;1320;;
PF0213;A;14/01/2020;1321;;
PF0279;A;14/01/2020;1323;;
PF0221;A;14/01/2020;1323;;
PF0220;A;14/01/2020;1325;;
PF0218;A;14/01/2020;1325;;
PF3021;A;14/01/2020;1325;;
PF0276;A;14/01/2020;1331;;
PF7062;A;14/01/2020;1331;;
PF2193;A;14/01/2020;1335;;
PF0207;A;14/01/2020;1335;;
PF4992;A;14/01/2020;1335;;
PF5857;A;14/01/2020;1341;;
PF0220;A;14/01/2020;1348;;
PF0218;A;14/01/2020;1348;;
PF1712;A;14/01/2020;1351;;
PF0210;E;15/01/2020;0724;;
PF0276;E;15/01/2020;0724;;
PF5859;E;15/01/2020;0725;;
PF0274;E;15/01/2020;0725;;
PF0503;E;15/01/2020;0728;;
PF0218;E;15/01/2020;0729;;
PF0212;E;15/01/2020;0729;;
PF2194;E;15/01/2020;0731;;
PF0220;E;15/01/2020;0733;;
PF3187;E;15/01/2020;0733;;
PF0215;E;15/01/2020;0733;;
PF3877;E;15/01/2020;0737;;
PF7062;E;15/01/2020;0738;;
PF0207;E;15/01/2020;0740;;
PF3021;E;15/01/2020;0740;;
PF0213;E;15/01/2020;0741;;
PF0225;E;15/01/2020;0741;;
PF0211;E;15/01/2020;0741;;
PF3050;E;15/01/2020;0730;;
PF0273;E;15/01/2020;0744;;
PF2836;E;15/01/2020;0747;;
PF6149;E;15/01/2020;0747;;
PF0208;E;15/01/2020;0748;;
PF5857;E;15/01/2020;0757;;
PF6097;E;15/01/2020;0757;;
PF0277;E;15/01/2020;0757;;
PF0222;E;15/01/2020;0759;;
PF4217;E;15/01/2020;0824;;
PF0229;E;15/01/2020;0824;;
PF0690;E;15/01/2020;0824;;
PF1712;E;15/01/2020;0824;;
PF0226;E;15/01/2020;0825;;
PF0689;P;15/01/2020;1158;;
PF0221;P;15/01/2020;1158;;
PF5859;A;15/01/2020;1201;;
PF0215;A;15/01/2020;1201;;
PF0222;A;15/01/2020;1201;;
PF2194;A;15/01/2020;1201;;
PF3375;A;15/01/2020;1203;;
PF0279;A;15/01/2020;1213;;
PF4217;A;15/01/2020;1223;;
PF0221;A;15/01/2020;1224;;
PF0281;A;15/01/2020;1226;;
PF6097;A;15/01/2020;1229;;
PF0208;A;15/01/2020;1229;;
PF0215;A;15/01/2020;1234;;
PF5859;A;15/01/2020;1234;;
PF2194;A;15/01/2020;1235;;
PF0222;A;15/01/2020;1235;;
PF3375;A;15/01/2020;1235;;
PF0216;A;15/01/2020;1239;;
PF3830;A;15/01/2020;1239;;
PF0274;A;15/01/2020;1239;;
PF2836;A;15/01/2020;1240;;
PF0279;A;15/01/2020;1242;;
PF4217;A;15/01/2020;1247;;
PF0281;A;15/01/2020;1250;;
PF6097;A;15/01/2020;1259;;
PF0208;A;15/01/2020;1259;;
PF0276;A;15/01/2020;1310;;
PF0222;S;15/01/2020;1617;;
PF0226;S;15/01/2020;1618;;
PF3021;S;15/01/2020;1618;;
PF0502;S;15/01/2020;1618;;
PF0273;S;15/01/2020;1621;;
PF0210;S;15/01/2020;1623;;
PF0277;S;15/01/2020;1623;;
PF0208;S;15/01/2020;1626;;
PF0501;S;15/01/2020;1640;;
PF0279;S;15/01/2020;1642;;
PF0215;S;15/01/2020;1657;;
PF3050;S;15/01/2020;1702;;
PF0225;S;15/01/2020;1736;;
PF0211;S;15/01/2020;1738;;
PF0503;S;15/01/2020;1829;;
PF0503;S;16/01/2020;1841;;
PF6149;A;14/01/2020;1351;;
PF3187;A;14/01/2020;1352;;
PF5858;A;14/01/2020;1352;;
PF0226;A;14/01/2020;1352;;
PF0213;A;14/01/2020;1352;;
PF3935;A;14/01/2020;1400;;
PF7062;A;14/01/2020;1408;;
PF5858;A;14/01/2020;1426;;
PF0277;S;14/01/2020;1513;;
PF0273;S;14/01/2020;1514;;
PF0221;S;14/01/2020;1600;;
PF0213;S;14/01/2020;1600;;
PF0281;S;14/01/2020;1601;;
PF2836;S;14/01/2020;1601;;
PF0222;S;14/01/2020;1601;;
PF5859;S;14/01/2020;1601;;
PF3375;S;14/01/2020;1601;;
PF0274;S;14/01/2020;1601;;
PF2194;S;14/01/2020;1602;;
PF3187;S;14/01/2020;1602;;
PF1712;S;14/01/2020;1602;;
PF0502;S;14/01/2020;1603;;
PF0218;S;14/01/2020;1603;;
PF3830;S;14/01/2020;1603;;
PF0276;S;14/01/2020;1605;;
PF0218;S;14/01/2020;1605;;
PF3935;S;14/01/2020;1605;;
PF3877;S;14/01/2020;1607;;
PF3021;S;14/01/2020;1607;;
PF0207;S;14/01/2020;1607;;
PF6149;S;14/01/2020;1607;;
PF4992;S;14/01/2020;1608;;
PF0229;S;14/01/2020;1608;;
PF0216;S;14/01/2020;1608;;
PF0226;S;14/01/2020;1609;;
PF4217;S;14/01/2020;1609;;
PF0220;S;14/01/2020;1613;;
PF0279;S;14/01/2020;1619;;
PF6097;S;14/01/2020;1623;;
PF5857;S;14/01/2020;1623;;
PF3736;S;14/01/2020;1627;;
PF0208;S;14/01/2020;1628;;
