tarjeta;es;Fecha;Hora;Tipo
PF2883;S;16/01/2020;1607;;
PF0523;S;16/01/2020;1615;;
PF7818;S;16/01/2020;1729;;
PF0469;S;16/01/2020;1800;;
PF1944;S;16/01/2020;1800;;
PF3944;S;16/01/2020;1800;;
PF0477;S;16/01/2020;1801;;
PF1021;S;16/01/2020;1801;;
PF1952;S;16/01/2020;1803;;
PF0474;S;16/01/2020;1803;;
PF1951;S;16/01/2020;1803;;
PF1873;S;16/01/2020;1825;;
PF1946;S;16/01/2020;1905;;
PF4882;S;16/01/2020;1905;;
PF0473;E;17/01/2020;0609;;
PF0471;E;17/01/2020;0609;;
PF1948;E;17/01/2020;0648;;
PF1873;E;17/01/2020;0658;;
PF1945;E;17/01/2020;0713;;
PF0522;E;17/01/2020;0716;;
PF4882;E;17/01/2020;0717;;
PF0494;E;17/01/2020;0718;;
PF1947;E;17/01/2020;0719;;
PF4878;E;17/01/2020;0722;;
PF7819;E;17/01/2020;0723;;
PF0474;E;17/01/2020;0724;;
PF2883;E;17/01/2020;0726;;
PF0492;E;17/01/2020;0726;;
PF1950;E;17/01/2020;0726;;
PF0469;E;17/01/2020;0727;;
PF5363;E;17/01/2020;0727;;
PF1951;E;17/01/2020;0728;;
PF0493;E;17/01/2020;0728;;
PF1881;E;17/01/2020;0728;;
PF0475;E;17/01/2020;0728;;
PF0523;E;17/01/2020;0728;;
PF1952;E;17/01/2020;0729;;
PF1944;E;17/01/2020;0729;;
PF1021;E;17/01/2020;0729;;
PF0466;E;17/01/2020;0730;;
PF0490;E;17/01/2020;0730;;
PF2884;E;17/01/2020;0730;;
PF1755;E;17/01/2020;0730;;
PF0467;E;17/01/2020;0730;;
PF1856;E;17/01/2020;0731;;
PF1757;E;17/01/2020;0731;;
PF0500;E;17/01/2020;0731;;
PF0475;E;17/01/2020;0731;;
PF3944;E;17/01/2020;0731;;
PF0477;E;17/01/2020;0731;;
PF7818;A;17/01/2020;1254;;
PF0490;A;17/01/2020;1255;;
PF1950;A;17/01/2020;1255;;
PF1946;A;17/01/2020;1255;;
PF1558;A;17/01/2020;1255;;
PF0474;A;17/01/2020;1255;;
PF3944;A;17/01/2020;1256;;
PF1951;A;17/01/2020;1256;;
PF1945;A;17/01/2020;1257;;
PF1856;A;17/01/2020;1258;;
PF1944;A;17/01/2020;1259;;
PF0475;A;17/01/2020;1300;;
PF0492;A;17/01/2020;1300;;
PF1952;A;17/01/2020;1300;;
PF0469;A;17/01/2020;1301;;
PF0477;A;17/01/2020;1302;;
PF0466;A;17/01/2020;1302;;
PF0494;A;17/01/2020;1302;;
PF7819;A;17/01/2020;1302;;
PF1846;A;17/01/2020;1303;;
PF0488;A;17/01/2020;1304;;
PF0491;A;17/01/2020;1305;;
PF0500;A;17/01/2020;1305;;
PF5364;A;17/01/2020;1306;;
PF5363;A;17/01/2020;1309;;
PF0467;A;17/01/2020;1309;;
PF0475;A;17/01/2020;1309;;
PF0471;A;17/01/2020;1309;;
PF0493;A;17/01/2020;1311;;
PF1755;A;17/01/2020;1311;;
PF2884;A;17/01/2020;1316;;
PF1757;A;17/01/2020;1316;;
PF0523;A;17/01/2020;1326;;
PF1846;A;17/01/2020;1332;;
PF0466;A;17/01/2020;1348;;
PF0494;A;17/01/2020;1348;;
PF1558;A;17/01/2020;1458;;
PF0474;S;17/01/2020;1501;;
PF3944;S;17/01/2020;1600;;
PF1945;S;17/01/2020;1600;;
PF0493;S;17/01/2020;1600;;
PF7819;S;17/01/2020;1600;;
PF0490;S;17/01/2020;1600;;
PF1873;S;17/01/2020;1600;;
PF1881;S;17/01/2020;1600;;
PF1755;S;17/01/2020;1600;;
PF0475;S;17/01/2020;1600;;
PF0473;S;17/01/2020;1600;;
PF0523;S;17/01/2020;1601;;
PF1952;S;17/01/2020;1601;;
PF1021;S;17/01/2020;1601;;
PF0494;S;17/01/2020;1601;;
PF0492;S;17/01/2020;1601;;
PF1950;S;17/01/2020;1601;;
PF0477;S;17/01/2020;1601;;
PF0491;S;17/01/2020;1601;;
PF1944;S;17/01/2020;1601;;
PF0466;S;17/01/2020;1601;;
PF2884;S;17/01/2020;1601;;
PF2883;S;17/01/2020;1601;;
PF0466;E;20/01/2020;0730;;
PF5364;E;20/01/2020;0730;;
PF0491;E;20/01/2020;0731;;
PF0493;E;20/01/2020;0731;;
PF1946;E;20/01/2020;0732;;
PF1951;E;20/01/2020;0733;;
PF0469;E;20/01/2020;0733;;
PF1856;E;20/01/2020;0733;;
PF0473;E;20/01/2020;0733;;
PF0488;E;20/01/2020;0733;;
PF1954;E;20/01/2020;0733;;
PF3944;E;20/01/2020;0733;;
PF0471;E;20/01/2020;0735;;
PF5363;E;20/01/2020;0738;;
PF0522;P;20/01/2020;1150;;
PF1954;P;20/01/2020;1150;;
PF1955;P;20/01/2020;1150;;
PF1948;P;20/01/2020;1156;;
PF1757;P;20/01/2020;1157;;
PF0467;P;20/01/2020;1158;;
PF1873;A;20/01/2020;1218;;
PF4882;A;20/01/2020;1218;;
PF1946;A;20/01/2020;1218;;
PF1950;A;20/01/2020;1218;;
PF1856;A;20/01/2020;1218;;
PF1951;A;20/01/2020;1218;;
PF0490;A;20/01/2020;1219;;
PF4878;A;20/01/2020;1219;;
PF1945;A;20/01/2020;1220;;
PF3944;A;20/01/2020;1220;;
PF0474;A;20/01/2020;1220;;
PF0477;A;20/01/2020;1220;;
PF1944;A;20/01/2020;1220;;
PF0469;A;20/01/2020;1220;;
PF1881;A;20/01/2020;1220;;
PF1947;A;20/01/2020;1221;;
PF0523;A;20/01/2020;1225;;
PF2883;A;20/01/2020;1227;;
PF1954;A;20/01/2020;1228;;
PF0522;A;20/01/2020;1228;;
PF1955;A;20/01/2020;1228;;
PF0467;A;20/01/2020;1228;;
PF0473;A;20/01/2020;1228;;
PF5364;A;20/01/2020;1228;;
PF1844;A;20/01/2020;1228;;
PF0500;A;20/01/2020;1228;;
PF0491;A;20/01/2020;1229;;
PF1948;A;20/01/2020;1229;;
PF0493;A;20/01/2020;1230;;
PF1755;A;20/01/2020;1231;;
PF0471;A;20/01/2020;1231;;
PF7819;A;20/01/2020;1231;;
PF0494;A;20/01/2020;1232;;
PF0475;A;20/01/2020;1232;;
PF2884;A;20/01/2020;1232;;
PF0488;A;20/01/2020;1233;;
PF0492;A;20/01/2020;1233;;
PF5363;A;20/01/2020;1233;;
PF1757;A;20/01/2020;1233;;
PF0466;A;20/01/2020;1233;;
PF4878;S;20/01/2020;1601;;
PF1952;S;20/01/2020;1601;;
PF0474;S;20/01/2020;1602;;
PF0488;S;20/01/2020;1602;;
PF4882;S;20/01/2020;1602;;
PF1951;S;20/01/2020;1602;;
PF1856;S;20/01/2020;1602;;
PF1947;S;20/01/2020;1602;;
PF5363;S;20/01/2020;1603;;
PF0467;S;20/01/2020;1603;;
PF1757;S;20/01/2020;1603;;
PF1846;S;20/01/2020;1608;;
PF0477;S;20/01/2020;1800;;
PF0469;S;20/01/2020;1800;;
PF1944;S;20/01/2020;1800;;
PF3944;S;20/01/2020;1800;;
PF0488;E;21/01/2020;0607;;
PF0467;E;21/01/2020;0607;;
PF5363;E;21/01/2020;0608;;
PF0473;E;21/01/2020;0608;;
PF0471;E;21/01/2020;0608;;
PF1757;E;21/01/2020;0611;;
PF1873;E;21/01/2020;0703;;
PF4882;E;21/01/2020;0715;;
PF1948;E;21/01/2020;0716;;
PF1558;E;21/01/2020;0717;;
PF1945;E;21/01/2020;0717;;
PF1947;E;21/01/2020;0717;;
PF0522;E;21/01/2020;0721;;
PF7819;E;21/01/2020;0721;;
PF1950;E;21/01/2020;0722;;
PF4878;E;21/01/2020;0724;;
PF1952;E;21/01/2020;0724;;
PF2883;E;21/01/2020;0724;;
PF1846;E;21/01/2020;0724;;
PF0474;E;21/01/2020;0724;;
PF0500;E;21/01/2020;0725;;
PF0494;E;21/01/2020;0726;;
PF1755;E;21/01/2020;0726;;
PF1951;E;21/01/2020;0727;;
PF1944;E;21/01/2020;0727;;
PF1021;E;21/01/2020;0728;;
PF1856;E;21/01/2020;0729;;
PF0469;E;21/01/2020;0730;;
PF0475;E;21/01/2020;0730;;
PF0466;E;21/01/2020;0730;;
PF2884;E;21/01/2020;0730;;
PF1946;E;21/01/2020;0730;;
PF0492;E;21/01/2020;0730;;
PF0477;E;21/01/2020;0730;;
PF0523;E;21/01/2020;0731;;
PF5364;E;21/01/2020;0732;;
PF1954;E;21/01/2020;0733;;
PF0493;E;21/01/2020;0733;;
PF1955;E;21/01/2020;0733;;
PF3944;E;21/01/2020;0734;;
PF0490;E;21/01/2020;0734;;
PF1881;E;21/01/2020;0734;;
PF0491;E;21/01/2020;0734;;
PF0522;P;21/01/2020;1150;;
PF1954;P;21/01/2020;1150;;
PF1955;P;21/01/2020;1150;;
PF1948;P;21/01/2020;1154;;
PF0467;P;21/01/2020;1157;;
PF2883;P;21/01/2020;1157;;
PF0523;P;21/01/2020;1157;;
PF1757;P;21/01/2020;1158;;
PF1755;P;21/01/2020;1158;;
PF1021;A;21/01/2020;1217;;
PF1873;A;21/01/2020;1217;;
PF1558;A;21/01/2020;1217;;
PF1952;A;21/01/2020;1217;;
PF0474;A;21/01/2020;1218;;
PF1946;A;21/01/2020;1218;;
PF4882;A;21/01/2020;1218;;
PF0469;A;21/01/2020;1218;;
PF3944;A;21/01/2020;1218;;
PF0477;A;21/01/2020;1218;;
PF1950;A;21/01/2020;1218;;
PF0490;A;21/01/2020;1218;;
PF1945;A;21/01/2020;1218;;
PF1951;A;21/01/2020;1218;;
PF1856;A;21/01/2020;1219;;
PF4878;A;21/01/2020;1219;;
PF1944;A;21/01/2020;1219;;
PF1947;A;21/01/2020;1219;;
PF1948;A;21/01/2020;1220;;
PF1881;A;21/01/2020;1221;;
PF0466;A;21/01/2020;1223;;
PF0494;A;21/01/2020;1223;;
PF1954;A;21/01/2020;1226;;
PF2883;A;21/01/2020;1226;;
PF1955;A;21/01/2020;1226;;
PF0522;A;21/01/2020;1226;;
PF1755;A;21/01/2020;1227;;
PF0523;A;21/01/2020;1228;;
PF1844;A;21/01/2020;1228;;
PF0500;A;21/01/2020;1229;;
PF5364;A;21/01/2020;1229;;
PF0473;A;21/01/2020;1229;;
PF0467;A;21/01/2020;1229;;
PF1846;A;21/01/2020;1231;;
PF0491;A;21/01/2020;1232;;
PF0475;A;21/01/2020;1234;;
PF0492;A;21/01/2020;1234;;
PF5363;A;21/01/2020;1234;;
PF7819;A;21/01/2020;1234;;
PF1757;A;21/01/2020;1234;;
PF0488;A;21/01/2020;1234;;
PF2884;A;21/01/2020;1236;;
PF0493;A;21/01/2020;1236;;
PF0471;A;21/01/2020;1236;;
PF1947;A;21/01/2020;1242;;
PF1873;A;21/01/2020;1242;;
PF4882;A;21/01/2020;1242;;
PF1946;A;21/01/2020;1242;;
PF1558;A;21/01/2020;1243;;
PF1945;A;21/01/2020;1248;;
PF1881;A;21/01/2020;1248;;
PF1950;A;21/01/2020;1250;;
PF1846;S;21/01/2020;1604;;
PF1946;S;21/01/2020;1605;;
PF4882;S;21/01/2020;1605;;
PF1846;S;21/01/2020;1608;;
PF2883;S;21/01/2020;1640;;
PF0493;S;21/01/2020;1641;;
PF2884;S;21/01/2020;1641;;
PF3944;S;21/01/2020;1800;;
PF1944;S;21/01/2020;1800;;
PF1945;S;21/01/2020;1800;;
PF1846;A;15/01/2020;1236;;
PF0494;A;15/01/2020;1236;;
PF0523;A;15/01/2020;1236;;
PF1947;A;15/01/2020;1246;;
PF1945;A;15/01/2020;1249;;
PF1946;A;15/01/2020;1252;;
PF0469;A;15/01/2020;1252;;
PF0477;A;15/01/2020;1253;;
PF0490;A;15/01/2020;1253;;
PF1951;A;15/01/2020;1253;;
PF1558;A;15/01/2020;1254;;
PF1944;A;15/01/2020;1254;;
PF0474;A;15/01/2020;1254;;
PF1021;A;15/01/2020;1256;;
PF1950;A;15/01/2020;1256;;
PF1856;A;15/01/2020;1259;;
PF4878;A;15/01/2020;1300;;
PF0473;A;15/01/2020;1301;;
PF0500;A;15/01/2020;1302;;
PF1844;A;15/01/2020;1303;;
PF1846;A;15/01/2020;1304;;
PF5364;A;15/01/2020;1304;;
PF2883;A;15/01/2020;1304;;
PF0491;A;15/01/2020;1304;;
PF0493;A;15/01/2020;1305;;
PF0488;A;15/01/2020;1305;;
PF0492;A;15/01/2020;1305;;
PF2884;A;15/01/2020;1305;;
PF5363;A;15/01/2020;1306;;
PF0467;A;15/01/2020;1306;;
PF0471;A;15/01/2020;1306;;
PF1755;A;15/01/2020;1307;;
PF1757;A;15/01/2020;1309;;
PF0475;A;15/01/2020;1312;;
PF0523;A;15/01/2020;1313;;
PF0466;A;15/01/2020;1315;;
PF0494;A;15/01/2020;1315;;
PF0473;A;15/01/2020;1355;;
PF5363;A;15/01/2020;1402;;
PF0477;A;15/01/2020;1409;;
PF1881;S;15/01/2020;1507;;
PF7818;S;15/01/2020;1509;;
PF4880;S;15/01/2020;1509;;
PF0493;S;15/01/2020;1529;;
PF7818;S;15/01/2020;1600;;
PF1873;S;15/01/2020;1601;;
PF1950;S;15/01/2020;1601;;
PF7819;S;15/01/2020;1602;;
PF1755;S;15/01/2020;1602;;
PF0492;S;15/01/2020;1602;;
PF0490;S;15/01/2020;1602;;
PF2883;S;15/01/2020;1602;;
PF1844;S;15/01/2020;1602;;
PF5364;S;15/01/2020;1602;;
PF0500;S;15/01/2020;1602;;
PF0475;S;15/01/2020;1602;;
PF2884;S;15/01/2020;1602;;
PF0494;S;15/01/2020;1602;;
PF0491;S;15/01/2020;1602;;
PF0466;S;15/01/2020;1602;;
PF0469;S;17/01/2020;1601;;
PF5364;S;17/01/2020;1601;;
PF0471;S;17/01/2020;1601;;
PF1846;S;17/01/2020;1602;;
PF1955;S;17/01/2020;1602;;
PF0522;S;17/01/2020;1602;;
PF1954;S;17/01/2020;1602;;
PF5363;S;17/01/2020;1602;;
PF0500;S;17/01/2020;1602;;
PF0488;S;17/01/2020;1602;;
PF1948;S;17/01/2020;1602;;
PF0467;S;17/01/2020;1602;;
PF1757;S;17/01/2020;1602;;
PF1947;S;17/01/2020;1603;;
PF4878;S;17/01/2020;1604;;
PF1951;S;17/01/2020;1604;;
PF4882;S;17/01/2020;1605;;
PF1856;S;17/01/2020;1606;;
PF1946;S;17/01/2020;1720;;
